datetime,date,jd,doy,flux,se,soilt,vsm,time,site,drainage
1999-01-06T12:04,1/6/99,6,1467,8.08,2.43,5.9,0.27,12:04,NWN,well drained
NA,1/6/99,6,1467,NA,NA,NA,0.26,NA,SWF,very well drained
NA,1/6/99,6,1467,NA,NA,NA,0.32,NA,SWM,moderately well drained
1999-01-06T11:46,1/6/99,6,1467,7.12,3.49,5.4,0.55,11:46,SWN,poorly drained
NA,1/26/99,26,1487,NA,NA,NA,NA,NA,Charlton,well drained
NA,1/26/99,26,1487,NA,NA,NA,NA,NA,Dry Down,well drained
NA,1/26/99,26,1487,NA,NA,NA,NA,NA,Montauk,well drained
NA,1/26/99,26,1487,NA,NA,NA,NA,NA,NWF,swamp
NA,1/26/99,26,1487,NA,NA,NA,NA,NA,NWM,moderately well drained
1999-01-26T12:51,1/26/99,26,1487,NA,NA,1.1,0.32,12:51,NWN,well drained
1999-01-26T12:29,1/26/99,26,1487,5.87,2.65,0.1,NA,12:29,SWF,very well drained
1999-01-26T12:06,1/26/99,26,1487,14.57,9.4,1.2,NA,12:06,SWM,moderately well drained
1999-01-26T11:39,1/26/99,26,1487,14.74,4.14,1.3,0.54,11:39,SWN,poorly drained
NA,2/16/99,47,1508,NA,NA,NA,NA,NA,Charlton,well drained
NA,2/16/99,47,1508,NA,NA,NA,NA,NA,Dry Down,well drained
NA,2/16/99,47,1508,NA,NA,NA,NA,NA,Montauk,well drained
NA,2/16/99,47,1508,NA,NA,NA,0.83,NA,NWF,swamp
1999-02-16T11:48,2/16/99,47,1508,7.52,4.82,NA,0.3,11:48,NWM,moderately well drained
1999-02-16T12:05,2/16/99,47,1508,13.37,8.45,0.1,0.28,12:05,NWN,well drained
1999-02-16T13:10,2/16/99,47,1508,11.18,NA,1.2,NA,13:10,SWF,very well drained
1999-02-16T12:45,2/16/99,47,1508,7.82,0.73,0.9,0.37,12:45,SWM,moderately well drained
1999-02-16T12:25,2/16/99,47,1508,20.49,3.43,1.1,0.53,12:25,SWN,poorly drained
NA,3/17/99,76,1537,NA,NA,NA,NA,NA,Charlton,well drained
NA,3/17/99,76,1537,NA,NA,NA,NA,NA,Dry Down,well drained
NA,3/17/99,76,1537,NA,NA,NA,NA,NA,Montauk,well drained
1999-03-17T11:32,3/17/99,76,1537,NA,NA,NA,0.81,11:32,NWF,swamp
1999-03-17T11:13,3/17/99,76,1537,7.26,5.07,NA,0.28,11:13,NWM,moderately well drained
1999-03-17T09:49,3/17/99,76,1537,17.51,7.58,NA,0.27,9:49,NWN,well drained
1999-03-17T10:50,3/17/99,76,1537,21.14,3.33,NA,0.23,10:50,SWF,very well drained
1999-03-17T10:31,3/17/99,76,1537,12.53,9.46,NA,0.39,10:31,SWM,moderately well drained
1999-03-17T10:09,3/17/99,76,1537,8.35,4.29,NA,0.53,10:09,SWN,poorly drained
NA,4/14/99,104,1565,NA,NA,NA,NA,NA,Charlton,well drained
NA,4/14/99,104,1565,NA,NA,NA,NA,NA,Dry Down,well drained
NA,4/14/99,104,1565,NA,NA,NA,NA,NA,Montauk,well drained
1999-04-14T01:04,4/14/99,104,1565,19.44,3.68,4.4,0.67,1:04,NWF,swamp
1999-04-14T11:53,4/14/99,104,1565,8.28,3.09,3.5,0.25,11:53,NWM,moderately well drained
1999-04-14T11:43,4/14/99,104,1565,14.23,10.34,4.7,0.19,11:43,NWN,well drained
1999-04-14T09:05,4/14/99,104,1565,13.58,4.82,3.9,0.17,9:05,SWF,very well drained
1999-04-14T10:22,4/14/99,104,1565,13,4.75,4.5,0.26,10:22,SWM,moderately well drained
1999-04-14T11:05,4/14/99,104,1565,12.22,4.59,4.7,0.46,11:05,SWN,poorly drained
NA,4/27/99,117,1578,NA,NA,NA,NA,NA,Charlton,well drained
NA,4/27/99,117,1578,NA,NA,NA,NA,NA,Dry Down,well drained
NA,4/27/99,117,1578,NA,NA,NA,NA,NA,Montauk,well drained
1999-04-27T08:38,4/27/99,117,1578,15.85,2.96,3.7,0.92,8:38,NWF,swamp
1999-04-27T09:11,4/27/99,117,1578,14.79,4.27,4.7,0.35,9:11,NWM,moderately well drained
1999-04-27T09:57,4/27/99,117,1578,15.24,6.66,5.9,0.28,9:57,NWN,well drained
1999-04-27T11:30,4/27/99,117,1578,23.18,8.67,5.6,0.26,11:30,SWF,very well drained
1999-04-27T10:45,4/27/99,117,1578,16.13,3.99,6.1,0.37,10:45,SWM,moderately well drained
1999-04-27T10:05,4/27/99,117,1578,16.43,6.75,6.2,0.61,10:05,SWN,poorly drained
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/11/99,131,1592,10.31,15.86,8.8,NA,NA,NWF,swamp
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,NWM,moderately well drained
1999-05-11T12:51,5/11/99,131,1592,34.41,11.99,9.8,0.28,12:51,NWN,well drained
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,SWF,very well drained
NA,5/11/99,131,1592,NA,NA,NA,NA,NA,SWM,moderately well drained
1999-05-11T12:13,5/11/99,131,1592,35.53,12.93,9.4,0.54,12:13,SWN,poorly drained
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/12/99,132,1593,NA,NA,NA,0.91,NA,NWF,swamp
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,NWN,well drained
1999-05-12T12:33,5/12/99,132,1593,56.23,29.78,14.7,0.25,12:33,SWF,very well drained
1999-05-12T10:47,5/12/99,132,1593,28.51,10.14,8.9,0.33,10:47,SWM,moderately well drained
NA,5/12/99,132,1593,NA,NA,NA,NA,NA,SWN,poorly drained
NA,5/26/99,146,1607,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/26/99,146,1607,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/26/99,146,1607,NA,NA,NA,NA,NA,Montauk,well drained
1999-05-26T10:59,5/26/99,146,1607,22.2,18.58,6.8,0.89,10:59,NWF,swamp
1999-05-26T10:06,5/26/99,146,1607,47.82,11.38,9.4,0.37,10:06,NWM,moderately well drained
1999-05-26T09:10,5/26/99,146,1607,43.51,4.43,10.5,0.31,9:10,NWN,well drained
NA,5/26/99,146,1607,NA,NA,NA,0.29,NA,SWF,very well drained
1999-05-26T11:15,5/26/99,146,1607,48.93,12.45,13.1,0.38,11:15,SWM,moderately well drained
1999-05-26T09:02,5/26/99,146,1607,46.34,13.53,10.3,0.53,9:02,SWN,poorly drained
NA,6/3/99,154,1615,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/3/99,154,1615,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/3/99,154,1615,NA,NA,NA,NA,NA,Montauk,well drained
1999-06-03T12:51,6/3/99,154,1615,92.83,16.26,14.6,0.79,12:51,NWF,swamp
1999-06-03T11:28,6/3/99,154,1615,137.34,15.09,13.8,0.31,11:28,NWM,moderately well drained
1999-06-03T10:42,6/3/99,154,1615,131.69,8.57,14.8,0.25,10:42,NWN,well drained
1999-06-03T08:21,6/3/99,154,1615,177.86,37.47,14.6,0.19,8:21,SWF,very well drained
1999-06-03T09:46,6/3/99,154,1615,155.89,17.93,13.9,0.31,9:46,SWM,moderately well drained
1999-06-03T10:30,6/3/99,154,1615,183.03,23.71,14.2,0.45,10:30,SWN,poorly drained
NA,6/9/99,160,1621,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/9/99,160,1621,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/9/99,160,1621,NA,NA,NA,NA,NA,Montauk,well drained
1999-06-09T11:31,6/9/99,160,1621,51.69,18.85,15.2,0.62,11:31,NWF,swamp
1999-06-09T10:12,6/9/99,160,1621,61.02,33.62,13.6,0.26,10:12,NWM,moderately well drained
1999-06-09T09:25,6/9/99,160,1621,NA,NA,14.7,0.2,9:25,NWN,well drained
1999-06-09T12:32,6/9/99,160,1621,87.35,38.77,15.2,0.13,12:32,SWF,very well drained
1999-06-09T11:46,6/9/99,160,1621,46.4,11.2,14,0.28,11:46,SWM,moderately well drained
1999-06-09T09:01,6/9/99,160,1621,53.48,20.12,14.7,0.39,9:01,SWN,poorly drained
NA,6/15/99,166,1627,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/15/99,166,1627,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/15/99,166,1627,NA,NA,NA,NA,NA,Montauk,well drained
1999-06-15T01:37,6/15/99,166,1627,84.1,10.18,14.7,0.6,1:37,NWF,swamp
1999-06-15T12:11,6/15/99,166,1627,107.76,17.44,13.3,0.25,12:11,NWM,moderately well drained
1999-06-15T11:17,6/15/99,166,1627,95.06,29.69,14.7,0.18,11:17,NWN,well drained
1999-06-15T09:53,6/15/99,166,1627,120.64,11.56,14.9,NA,9:53,SWF,very well drained
1999-06-15T09:01,6/15/99,166,1627,83.69,3.52,14.1,0.26,9:01,SWM,moderately well drained
1999-06-15T08:30,6/15/99,166,1627,86.57,8.05,14.3,0.33,8:30,SWN,poorly drained
NA,6/30/99,181,1642,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/30/99,181,1642,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/30/99,181,1642,NA,NA,NA,NA,NA,Montauk,well drained
1999-06-30T10:41,6/30/99,181,1642,111.5,29.14,14.1,NA,10:41,NWF,swamp
1999-06-30T09:35,6/30/99,181,1642,125.22,16.34,16.4,0.29,9:35,NWM,moderately well drained
1999-06-30T08:23,6/30/99,181,1642,80.32,14.21,17,0.24,8:23,NWN,well drained
1999-06-30T12:25,6/30/99,181,1642,163.51,28.41,18.7,0.24,12:25,SWF,very well drained
1999-06-30T11:42,6/30/99,181,1642,131.76,11.62,18.1,0.3,11:42,SWM,moderately well drained
1999-06-30T11:15,6/30/99,181,1642,182.47,41.14,18,0.36,11:15,SWN,poorly drained
NA,7/8/99,189,1650,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/8/99,189,1650,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/8/99,189,1650,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/8/99,189,1650,NA,NA,NA,NA,NA,NWF,swamp
NA,7/8/99,189,1650,NA,NA,NA,NA,NA,NWM,moderately well drained
1999-07-08T10:50,7/8/99,189,1650,104.37,19.92,11.5,NA,10:50,NWN,well drained
1999-07-08T08:28,7/8/99,189,1650,143.95,38.4,17.6,NA,8:28,SWF,very well drained
1999-07-08T09:20,7/8/99,189,1650,120.99,15.01,17.3,NA,9:20,SWM,moderately well drained
1999-07-08T10:23,7/8/99,189,1650,108.97,14.71,17.1,NA,10:23,SWN,poorly drained
NA,7/10/99,191,1652,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/10/99,191,1652,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/10/99,191,1652,NA,NA,NA,NA,NA,Montauk,well drained
1999-07-10T12:53,7/10/99,191,1652,78.35,38.17,16.4,0.59,12:53,NWF,swamp
1999-07-10T11:37,7/10/99,191,1652,109.01,33.38,16.1,0.24,11:37,NWM,moderately well drained
NA,7/10/99,191,1652,NA,NA,NA,0.21,NA,NWN,well drained
NA,7/10/99,191,1652,NA,NA,NA,0.18,NA,SWF,very well drained
NA,7/10/99,191,1652,NA,NA,NA,0.26,NA,SWM,moderately well drained
NA,7/10/99,191,1652,NA,NA,NA,0.29,NA,SWN,poorly drained
NA,7/16/99,197,1658,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/16/99,197,1658,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/16/99,197,1658,NA,NA,NA,NA,NA,Montauk,well drained
1999-07-16T14:04,7/16/99,197,1658,90.01,28.04,16.8,0.48,14:04,NWF,swamp
1999-07-16T12:53,7/16/99,197,1658,124.51,17.15,17.3,0.16,12:53,NWM,moderately well drained
1999-07-16T11:39,7/16/99,197,1658,98,15.01,17.7,0.12,11:39,NWN,well drained
1999-07-16T10:30,7/16/99,197,1658,122.06,43.52,17.8,0.11,10:30,SWF,very well drained
1999-07-16T09:49,7/16/99,197,1658,125.22,20.59,16.7,0.16,9:49,SWM,moderately well drained
1999-07-16T09:28,7/16/99,197,1658,115.66,26.71,16.6,0.19,9:28,SWN,poorly drained
NA,7/22/99,203,1664,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/22/99,203,1664,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/22/99,203,1664,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/22/99,203,1664,91.9,18.16,16.6,0.63,NA,NWF,swamp
1999-07-22T10:22,7/22/99,203,1664,85.83,12.63,16.2,0.12,10:22,NWM,moderately well drained
1999-07-22T09:22,7/22/99,203,1664,86.76,21.36,17.2,0.13,9:22,NWN,well drained
1999-07-22T13:07,7/22/99,203,1664,116.77,45.1,19,0.09,13:07,SWF,very well drained
1999-07-22T12:16,7/22/99,203,1664,125.03,29.8,18.5,0.14,12:16,SWM,moderately well drained
1999-07-22T08:55,7/22/99,203,1664,102.1,13.62,16.8,0.32,8:55,SWN,poorly drained
NA,8/9/99,221,1682,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/9/99,221,1682,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/9/99,221,1682,NA,NA,NA,NA,NA,Montauk,well drained
1999-08-09T13:34,8/9/99,221,1682,61.06,12.59,15.5,0.48,13:34,NWF,swamp
1999-08-09T12:26,8/9/99,221,1682,49.01,10.02,14.8,0.09,12:26,NWM,moderately well drained
1999-08-09T11:05,8/9/99,221,1682,87.29,40.74,16,0.11,11:05,NWN,well drained
1999-08-09T09:56,8/9/99,221,1682,68.48,16.09,16.2,0.07,9:56,SWF,very well drained
1999-08-09T08:47,8/9/99,221,1682,38.63,4.29,15.7,0.1,8:47,SWM,moderately well drained
1999-08-09T08:25,8/9/99,221,1682,42.18,7,15.6,0.09,8:25,SWN,poorly drained
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,NWF,swamp
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,8/17/99,229,1690,NA,NA,NA,NA,NA,NWN,well drained
1999-08-17T10:44,8/17/99,229,1690,201.42,34.25,19.3,0.16,10:44,SWF,very well drained
1999-08-17T12:18,8/17/99,229,1690,118.72,18.69,19.8,0.18,12:18,SWM,moderately well drained
1999-08-17T13:59,8/17/99,229,1690,169.99,54.57,20.5,0.24,13:59,SWN,poorly drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,Montauk,well drained
1999-08-18T12:32,8/18/99,230,1691,77.1,16.51,18.6,0.55,12:32,NWF,swamp
1999-08-18T11:08,8/18/99,230,1691,138.59,7.94,17.9,0.19,11:08,NWM,moderately well drained
1999-08-18T10:21,8/18/99,230,1691,164.79,25.42,18.8,0.18,10:21,NWN,well drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,SWF,very well drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,SWM,moderately well drained
NA,8/18/99,230,1691,NA,NA,NA,NA,NA,SWN,poorly drained
NA,8/26/99,238,1699,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/26/99,238,1699,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/26/99,238,1699,NA,NA,NA,NA,NA,Montauk,well drained
1999-08-26T10:10,8/26/99,238,1699,130.46,36.22,15.9,0.55,10:10,NWF,swamp
1999-08-26T11:03,8/26/99,238,1699,167.96,19.71,15.7,0.16,11:03,NWM,moderately well drained
1999-08-26T12:10,8/26/99,238,1699,138.48,39.8,16.6,0.17,12:10,NWN,well drained
1999-08-26T14:53,8/26/99,238,1699,183.37,31.09,17.4,0.14,14:53,SWF,very well drained
1999-08-26T14:01,8/26/99,238,1699,142.63,24.26,16.9,0.18,14:01,SWM,moderately well drained
1999-08-26T13:52,8/26/99,238,1699,91.21,10.75,16.8,0.22,13:52,SWN,poorly drained
NA,9/9/99,252,1713,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/9/99,252,1713,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/9/99,252,1713,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/9/99,252,1713,NA,NA,NA,0.39,NA,NWF,swamp
NA,9/9/99,252,1713,NA,NA,NA,0.21,NA,NWM,moderately well drained
NA,9/9/99,252,1713,NA,NA,NA,0.18,NA,NWN,well drained
NA,9/9/99,252,1713,NA,NA,NA,0.16,NA,SWF,very well drained
NA,9/9/99,252,1713,NA,NA,NA,0.2,NA,SWM,moderately well drained
NA,9/9/99,252,1713,NA,NA,NA,0.26,NA,SWN,poorly drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,NWF,swamp
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,NWM,moderately well drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,NWN,well drained
1999-09-14T12:30,9/14/99,257,1718,224.57,60.58,17.8,NA,12:30,SWF,very well drained
1999-09-14T15:55,9/14/99,257,1718,138.99,30.37,17.6,NA,15:55,SWM,moderately well drained
NA,9/14/99,257,1718,NA,NA,NA,NA,NA,SWN,poorly drained
NA,9/23/99,266,1727,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/23/99,266,1727,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/23/99,266,1727,NA,NA,NA,NA,NA,Montauk,well drained
1999-09-23T11:40,9/23/99,266,1727,54.62,NA,11.4,0.93,11:40,NWF,swamp
1999-09-23T12:32,9/23/99,266,1727,75.84,9.79,11.6,0.37,12:32,NWM,moderately well drained
1999-09-23T13:44,9/23/99,266,1727,96.38,7.76,12.7,0.3,13:44,NWN,well drained
1999-09-23T09:52,9/23/99,266,1727,108.34,15.92,13.6,0.28,9:52,SWF,very well drained
1999-09-23T16:14,9/23/99,266,1727,92.96,12.66,13.9,0.35,16:14,SWM,moderately well drained
1999-09-23T15:30,9/23/99,266,1727,92.77,15.92,14.1,0.64,15:30,SWN,poorly drained
NA,10/7/99,280,1741,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/7/99,280,1741,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/7/99,280,1741,NA,NA,NA,NA,NA,Montauk,well drained
1999-10-07T15:03,10/7/99,280,1741,32.61,7.48,8.3,1.05,15:03,NWF,swamp
1999-10-07T14:01,10/7/99,280,1741,35.62,10.67,8.1,0.37,14:01,NWM,moderately well drained
1999-10-07T12:57,10/7/99,280,1741,38.71,6.45,8.5,0.29,12:57,NWN,well drained
1999-10-07T10:08,10/7/99,280,1741,54.96,9.32,8.4,0.25,10:08,SWF,very well drained
1999-10-07T11:42,10/7/99,280,1741,43.02,4.84,9.4,0.32,11:42,SWM,moderately well drained
1999-10-07T12:19,10/7/99,280,1741,32.27,4.88,9.5,0.61,12:19,SWN,poorly drained
NA,10/26/99,299,1760,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/26/99,299,1760,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/26/99,299,1760,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/26/99,299,1760,NA,NA,NA,NA,NA,NWF,swamp
1999-10-26T14:32,10/26/99,299,1760,40.54,4.34,9,0.38,14:32,NWM,moderately well drained
1999-10-26T13:15,10/26/99,299,1760,53.91,4.48,8.6,0.29,13:15,NWN,well drained
1999-10-26T10:39,10/26/99,299,1760,55.25,12.24,8,0.27,10:39,SWF,very well drained
1999-10-26T12:14,10/26/99,299,1760,45.6,7.08,8.8,0.35,12:14,SWM,moderately well drained
1999-10-26T12:53,10/26/99,299,1760,53.26,4.72,8.8,0.64,12:53,SWN,poorly drained
NA,11/17/99,321,1782,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/17/99,321,1782,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/17/99,321,1782,NA,NA,NA,NA,NA,Montauk,well drained
NA,11/17/99,321,1782,NA,NA,NA,NA,NA,NWF,swamp
1999-11-17T09:31,11/17/99,321,1782,21.19,14.76,4.9,0.38,9:31,NWM,moderately well drained
1999-11-17T09:22,11/17/99,321,1782,33.14,10.73,5.3,0.3,9:22,NWN,well drained
1999-11-17T12:47,11/17/99,321,1782,26.1,7.94,5.2,0.27,12:47,SWF,very well drained
1999-11-17T11:44,11/17/99,321,1782,18.61,12.3,4.7,0.35,11:44,SWM,moderately well drained
1999-11-17T08:46,11/17/99,321,1782,25.47,8.26,5.5,0.52,8:46,SWN,poorly drained
NA,11/30/99,334,1795,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/30/99,334,1795,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/30/99,334,1795,NA,NA,NA,NA,NA,Montauk,well drained
NA,11/30/99,334,1795,NA,NA,NA,NA,NA,NWF,swamp
1999-11-30T12:00,11/30/99,334,1795,14.42,3.35,5.5,0.4,12:00,NWM,moderately well drained
1999-11-30T11:35,11/30/99,334,1795,33.03,2.02,5.9,0.3,11:35,NWN,well drained
1999-11-30T15:44,11/30/99,334,1795,36.68,3.99,5.6,0.28,15:44,SWF,very well drained
1999-11-30T15:17,11/30/99,334,1795,33.64,1.91,6.8,0.37,15:17,SWM,moderately well drained
1999-11-30T11:07,11/30/99,334,1795,30.55,5.48,4.9,0.66,11:07,SWN,poorly drained
NA,12/13/99,347,1808,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/13/99,347,1808,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/13/99,347,1808,NA,NA,NA,NA,NA,Montauk,well drained
NA,12/13/99,347,1808,NA,NA,NA,NA,NA,NWF,swamp
1999-12-13T10:21,12/13/99,347,1808,29.4,4.49,4.1,0.16,10:21,NWM,moderately well drained
1999-12-13T11:28,12/13/99,347,1808,39.26,6.77,3.9,0.29,11:28,NWN,well drained
1999-12-13T12:48,12/13/99,347,1808,39.96,9.26,3.6,0.28,12:48,SWF,very well drained
1999-12-13T12:10,12/13/99,347,1808,33.76,4.52,5.1,0.33,12:10,SWM,moderately well drained
1999-12-13T11:35,12/13/99,347,1808,37.95,4.56,4.5,0.65,11:35,SWN,poorly drained
NA,1/6/00,6,1832,NA,NA,NA,NA,NA,Charlton,well drained
NA,1/6/00,6,1832,NA,NA,NA,NA,NA,Dry Down,well drained
NA,1/6/00,6,1832,NA,NA,NA,NA,NA,Montauk,well drained
NA,1/6/00,6,1832,NA,NA,NA,NA,NA,NWF,swamp
2000-01-06T12:56,1/6/00,6,1832,10.66,1.46,2.7,0.43,12:56,NWM,moderately well drained
2000-01-06T12:30,1/6/00,6,1832,17.31,0.64,2.5,0.33,12:30,NWN,well drained
2000-01-06T11:09,1/6/00,6,1832,17.31,3.72,1.2,0.33,11:09,SWF,very well drained
2000-01-06T11:56,1/6/00,6,1832,19.45,2.54,3.5,0.39,11:56,SWM,moderately well drained
2000-01-06T12:23,1/6/00,6,1832,23.14,2.56,2.1,0.62,12:23,SWN,poorly drained
NA,2/8/00,39,1865,NA,NA,NA,NA,NA,Charlton,well drained
NA,2/8/00,39,1865,NA,NA,NA,NA,NA,Dry Down,well drained
NA,2/8/00,39,1865,NA,NA,NA,NA,NA,Montauk,well drained
NA,2/8/00,39,1865,NA,NA,NA,NA,NA,NWF,swamp
NA,2/8/00,39,1865,NA,NA,NA,NA,NA,NWM,moderately well drained
2000-02-08T13:18,2/8/00,39,1865,14.12,1.29,NA,0.26,13:18,NWN,well drained
2000-02-08T14:30,2/8/00,39,1865,15.11,2.32,NA,0.21,14:30,SWF,very well drained
2000-02-08T14:06,2/8/00,39,1865,10.46,1.81,NA,0.37,14:06,SWM,moderately well drained
2000-02-08T13:43,2/8/00,39,1865,13.23,2.78,NA,0.63,13:43,SWN,poorly drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,Charlton,well drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,Dry Down,well drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,Montauk,well drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,NWF,swamp
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,NWM,moderately well drained
2000-02-29T13:35,2/29/00,60,1886,20.42,2.35,NA,0.33,13:35,NWN,well drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,SWF,very well drained
NA,2/29/00,60,1886,NA,NA,NA,NA,NA,SWM,moderately well drained
2000-02-29T13:10,2/29/00,60,1886,9.12,1.84,NA,0.71,13:10,SWN,poorly drained
NA,4/12/00,103,1929,NA,NA,NA,NA,NA,Charlton,well drained
NA,4/12/00,103,1929,NA,NA,NA,NA,NA,Dry Down,well drained
NA,4/12/00,103,1929,NA,NA,NA,NA,NA,Montauk,well drained
NA,4/12/00,103,1929,NA,NA,NA,NA,NA,NWF,swamp
2000-04-12T08:35,4/12/00,103,1929,23.4,3.43,4.3,0.33,8:35,NWM,moderately well drained
2000-04-12T12:05,4/12/00,103,1929,37.16,2.61,5.2,0.31,12:05,NWN,well drained
2000-04-12T11:01,4/12/00,103,1929,41.52,9.07,4.4,0.3,11:01,SWF,very well drained
2000-04-12T10:23,4/12/00,103,1929,27.65,1.81,5.4,0.4,10:23,SWM,moderately well drained
2000-04-12T09:46,4/12/00,103,1929,31.4,4.1,5,0.68,9:46,SWN,poorly drained
NA,4/24/00,115,1941,NA,NA,NA,NA,NA,Charlton,well drained
NA,4/24/00,115,1941,NA,NA,NA,NA,NA,Dry Down,well drained
NA,4/24/00,115,1941,NA,NA,NA,NA,NA,Montauk,well drained
NA,4/24/00,115,1941,NA,NA,NA,NA,NA,NWF,swamp
2000-04-24T12:46,4/24/00,115,1941,27.77,1.92,5.2,0.35,12:46,NWM,moderately well drained
2000-04-24T12:05,4/24/00,115,1941,41.82,2.07,5.7,0.36,12:05,NWN,well drained
2000-04-24T10:19,4/24/00,115,1941,55.11,5.1,5.5,0.31,10:19,SWF,very well drained
2000-04-24T11:29,4/24/00,115,1941,36.67,3.52,5.7,0.41,11:29,SWM,moderately well drained
2000-04-24T11:59,4/24/00,115,1941,32.79,3.81,5.6,0.59,11:59,SWN,poorly drained
NA,5/8/00,129,1955,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/8/00,129,1955,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/8/00,129,1955,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/8/00,129,1955,NA,NA,NA,NA,NA,NWF,swamp
2000-05-08T09:52,5/8/00,129,1955,93.04,12.16,12,0.28,9:52,NWM,moderately well drained
2000-05-08T10:48,5/8/00,129,1955,112.16,5.43,13,0.31,10:48,NWN,well drained
2000-05-08T12:06,5/8/00,129,1955,132.01,43.3,11.4,0.3,12:06,SWF,very well drained
2000-05-08T11:29,5/8/00,129,1955,100.84,7.66,15.9,0.32,11:29,SWM,moderately well drained
2000-05-08T10:54,5/8/00,129,1955,111.45,15.99,12,0.6,10:54,SWN,poorly drained
NA,5/24/00,145,1971,NA,NA,NA,NA,NA,Charlton,well drained
